Content Type,Genre,Original Content,Transformed Content
adult,Thriller,The plot included scenes of sexual exploitation.,The thriller included intense scenes.
adult,Thriller,The plot included scenes of sexual exploitation.,The villain's actions were mysterious.
adult,Thriller,The antagonist used sexual coercion.,The plot included scenes of intense conflict.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The villain's actions were mysterious.
adult,Thriller,The antagonist used sexual coercion.,The villain's actions were mysterious.
adult,Thriller,The plot included scenes of sexual exploitation.,The antagonist used psychological manipulation.
adult,Thriller,The villain's actions were sexually motivated.,The thriller included intense scenes.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The antagonist used psychological manipulation.
adult,Thriller,The plot included scenes of sexual exploitation.,The villain's actions were mysterious.
adult,Thriller,The plot included scenes of sexual exploitation.,The plot included scenes of intense conflict.
adult,Thriller,The plot included scenes of sexual exploitation.,The villain's actions were mysterious.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The thriller included intense scenes.
adult,Thriller,The antagonist used sexual coercion.,The villain's actions were mysterious.
adult,Thriller,The antagonist used sexual coercion.,The plot included scenes of intense conflict.
adult,Thriller,The antagonist used sexual coercion.,The thriller included intense scenes.
adult,Thriller,The plot included scenes of sexual exploitation.,The villain's actions were mysterious.
adult,Thriller,The antagonist used sexual coercion.,The thriller included intense scenes.
adult,Thriller,The plot included scenes of sexual exploitation.,The villain's actions were mysterious.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The thriller included intense scenes.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The antagonist used psychological manipulation.
adult,Thriller,The antagonist used sexual coercion.,The villain's actions were mysterious.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The villain's actions were mysterious.
adult,Thriller,The villain's actions were sexually motivated.,The antagonist used psychological manipulation.
adult,Thriller,The villain's actions were sexually motivated.,The villain's actions were mysterious.
adult,Thriller,The villain's actions were sexually motivated.,The antagonist used psychological manipulation.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The thriller included intense scenes.
adult,Thriller,The antagonist used sexual coercion.,The villain's actions were mysterious.
adult,Thriller,The plot included scenes of sexual exploitation.,The thriller included intense scenes.
adult,Thriller,The antagonist used sexual coercion.,The plot included scenes of intense conflict.
adult,Thriller,The plot included scenes of sexual exploitation.,The plot included scenes of intense conflict.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The villain's actions were mysterious.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The thriller included intense scenes.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The thriller included intense scenes.
adult,Thriller,The plot included scenes of sexual exploitation.,The antagonist used psychological manipulation.
adult,Thriller,The plot included scenes of sexual exploitation.,The thriller included intense scenes.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The villain's actions were mysterious.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The villain's actions were mysterious.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The antagonist used psychological manipulation.
adult,Thriller,The plot included scenes of sexual exploitation.,The thriller included intense scenes.
adult,Thriller,The villain's actions were sexually motivated.,The thriller included intense scenes.
adult,Thriller,The antagonist used sexual coercion.,The thriller included intense scenes.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The thriller included intense scenes.
adult,Thriller,The villain's actions were sexually motivated.,The antagonist used psychological manipulation.
adult,Thriller,The antagonist used sexual coercion.,The villain's actions were mysterious.
adult,Thriller,The antagonist used sexual coercion.,The antagonist used psychological manipulation.
adult,Thriller,The villain's actions were sexually motivated.,The villain's actions were mysterious.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The antagonist used psychological manipulation.
adult,Thriller,The antagonist used sexual coercion.,The villain's actions were mysterious.
adult,Thriller,The antagonist used sexual coercion.,The plot included scenes of intense conflict.
adult,Thriller,The thriller included graphic depictions of sexual violence.,The villain's actions were mysterious.
adult,Thriller,The plot included scenes of sexual exploitation.,The villain's actions were mysterious.
adult,Thriller,The plot included scenes of sexual exploitation.,The villain's actions were mysterious.
